date_old;day_of_week;date_new;longitude;latitude;weather;wind;entry
;;00.00 13.06.1806 - 12.00 13.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
14 June 1806;Saturday;12.00 13.06.1806 - 23.59 13.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 14.06.1806 - 12.00 14.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
15 June 1806;Sunday;12.00 14.06.1806 - 23.59 14.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 15.06.1806 - 12.00 15.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
16 June 1806;Monday;12.00 15.06.1806 - 23.59 15.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 16.06.1806 - 12.00 16.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
17 June 1806;Tuesday;12.00 16.06.1806 - 23.59 16.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 17.06.1806 - 12.00 17.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
18 June 1806;Wednesday;12.00 17.06.1806 - 23.59 17.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 18.06.1806 - 12.00 18.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
19 June 1806;Thursday;12.00 18.06.1806 - 23.59 18.06.1806;;;;;""
;;00.00 19.06.1806 - 12.00 19.06.1806;;;;;"At 10 A.M. General Miranda with Wm: S. Smith went on board of the Leander, to re-establish order, which his presence soon effected:"
20 June 1806;Friday;12.00 19.06.1806 - 23.59 19.06.1806;;;;;"and at 3 P.M. we got under weigh in company with H.M.S. Lilly[,] Captn. Campbell and Brig Express[,] Captn. Spearing, also the Schr. Trimmer[,] Captn. Hancock with Military Stores, which was chartered by Messrs: Sandford & Bush to join in our Expedition."
;;00.00 20.06.1806 - 12.00 20.06.1806;;;;;""
21 June 1806;Saturday;12.00 20.06.1806 - 23.59 20.06.1806;;;Pleasant Breezes and fair weather.;;"The Island of Tobago in sight."
;;00.00 21.06.1806 - 12.00 21.06.1806;;;;;"At 6 A.M. the Island of Trinidad in sight."
22 June 1806;Sunday;12.00 21.06.1806 - 23.59 21.06.1806;;;Squally weather with rain.;;""
;;00.00 22.06.1806 - 12.00 22.06.1806;;;;;""
23 June 1806;Monday;12.00 22.06.1806 - 23.59 22.06.1806;;;Pleasant and agreeable weather.;;"At 4 P.M. passed thro’ the grand Bocca [Boca].At 5¼ the Lilly spoke a spanish [sic!] Launch.At 8 we were spoken by H.M. Schooners Trinidad and Prevost."
;;00.00 23.06.1806 - 12.00 23.06.1806;;;;;"At noon we perceived our Consorts at anchor."
24 June 1806;Tuesday;12.00 23.06.1806 - 23.59 23.06.1806;;;Fine agreeable weather inclining to calm.;;"At 7 P.M. came to anchor in the Harbour of Port of Spain, and soon after the General with Coll. Smith and Major Roorbach went on shore."
;;00.00 24.06.1806 - 12.00 24.06.1806;;;;;"At 9 A.M. I also went on shore, and took lodgings during our stay in the Island."
25 June 1806;Wednesday;12.00 24.06.1806 - 23.59 24.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 25.06.1806 - 12.00 25.06.1806;;;;;""
26 June 1806;Thursday;12.00 25.06.1806 - 23.59 25.06.1806;;;;;""
;;00.00 26.06.1806 - 12.00 26.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
27 June 1806;Friday;12.00 26.06.1806 - 23.59 26.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 27.06.1806 - 12.00 27.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
28 June 1806;Saturday;12.00 27.06.1806 - 23.59 27.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 28.06.1806 - 12.00 28.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
29 June 1806;Sunday;12.00 28.06.1806 - 23.59 28.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 29.06.1806 - 12.00 29.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
30 June 1806;Monday;12.00 29.06.1806 - 23.59 29.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 30.06.1806 - 12.00 30.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
1 July 1806;Tuesday;12.00 30.06.1806 - 23.59 30.06.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 1 07.1806 - 12.00 1 07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
2 July 1806;Wednesday;12.00 1 07.1806 - 23.59 1 07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 02.07.1806 - 12.00 02.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
3 July 1806;Thursday;12.00 02.07.1806 - 23.59 02.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 03.07.1806 - 12.00 03.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
4 July 1806;Friday;12.00 03.07.1806 - 23.59 03.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 04.07.1806 - 12.00 04.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
5 July 1806;Saturday;12.00 04.07.1806 - 23.59 04.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 05.07.1806 - 12.00 05.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
6 July 1806;Sunday;12.00 05.07.1806 - 23.59 05.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 06.07.1806 - 12.00 06.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
7 July 1806;Monday;12.00 06.07.1806 - 23.59 06.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 07.07.1806 - 12.00 07.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
8 July 1806;Tuesday;12.00 07.07.1806 - 23.59 07.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 08.07.1806 - 12.00 08.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
9 July 1806;Wednesday;12.00 08.07.1806 - 23.59 08.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 09.07.1806 - 12.00 09.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
10 July 1806;Thursday;12.00 09.07.1806 - 23.59 09.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 10.07.1806 - 12.00 10.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
11 July 1806;Friday;12.00 10.07.1806 - 23.59 10.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 11.07.1806 - 12.00 11.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
12 July 1806;Saturday;12.00 11.07.1806 - 23.59 11.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 12.07.1806 - 12.00 12.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
13 July 1806;Sunday;12.00 12.07.1806 - 23.59 12.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 13.07.1806 - 12.00 13.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
14 July 1806;Monday;12.00 13.07.1806 - 23.59 13.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 14.07.1806 - 12.00 14.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
15 July 1806;Tuesday;12.00 14.07.1806 - 23.59 14.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 15.07.1806 - 12.00 15.05.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
16 July 1806;Wednesday;12.00 15.05.1806 - 23.59 15.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 16.07.1806 - 12.00 16.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
17 July 1806;Thursday;12.00 16.07.1806 - 23.59 16.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 17.07.1806 - 12.00 17.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
18 July 1806;Friday;12.00 17.07.1806 - 23.59 17.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 18.07.1806 - 12.00 18.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
19 July 1806;Saturday;12.00 18.07.1806 - 23.59 18.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 19.07.1806 - 12.00 19.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
20 July 1806;Sunday;12.00 19.07.1806 - 23.59 19.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 20.07.1806 - 12.00 20.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
21 July 1806;Monday;12.00 20.07.1806 - 23.59 20.07.1806;;;;;"All this time employed recruiting and making preparations for our debarkation on the opposite Coast"
;;00.00 21.07.1806 - 12.00 21.07.1806;;;;;""
22 July 1806;Tuesday;12.00 21.07.1806 - 23.59 21.07.1806;;;;;"On the 22d: of July we learnt by a Dispatch from Admiral Cochrane, that they were off Tortola on the 13 Ditto, in number  six sail of the Line and 1 Frigate"
;;00.00 22.07.1806 - 12.00 22.07.1806;;;;;""
23 July 1806;Wednesday;12.00 22.07.1806 - 23.59 22.07.1806;;;;;"General Miranda having obtained all the succours he could in the present situation of the Government expect from Trinidad, [about 90 Men, and some addition to his Naval Force] was determined no longer to delay the commencement of his Operations"
;;00.00 23.07.1806 - 12.00 23.07.1806;;;;;""
24 July 1806;Thursday;12.00 23.07.1806 - 23.59 23.07.1806;;;Pleasant weather, with frequent showers of rain.;;"At 4 P.M. the General embarked on board of H.M.S. Lilly[,] Captn Campbell. At 8 P.M. Coll. Wm: S. Smith and myself also embarked on board the same Ship, with the General’s Equipage."
;;00.00 24.07.1806 - 12.00 24.07.1806;;;;;"At 8 A.M. Mr: Cañero joined us on board. At 9½ the General made the Tour of the Vessels belonging to the Expedition."
25 July 1806;Friday;12.00 24.07.1806 - 23.59 24.07.1806;;;Light winds with rain.;;"At 3 P.M. Colonels Armstrong and de Rouvray with Mr: Fitzwilliam having arrived on board"
;;00.00 25.07.1806 - 12.00 25.07.1806;;;;;"At 11 A.M. we weighed the anchor, and soon after Lt. Barclay returned on board, with a few impressed Men."
26 July 1806;Saturday;12.00 25.07.1806 - 23.59 25.07.1806;;;Pleasant and agreeable weather, with some few showers of rain.;;"At 11 P.M. we passed through the Grand Bocca with all our Convoy, except the Express, who did not make her  appearance till 10 A.M. This afternoon we had the spectacle of a complete and beautiful Rainbow"
;;00.00 26.07.1806 - 12.00 26.07.1806;;;;;""
27 July 1806;Sunday;12.00 26.07.1806 - 23.59 26.07.1806;;;Fine pleasant and agreeable weather.;;"At 4½ P.M. the Express joined the Convoy. At 9 passed the Testigos Rocks."
;;00.00 27.07.1806 - 12.00 27.07.1806;;;;;"At 7 A.M. we passed the Frayles Rocks, and soon after, the Town called Ciudad, in the Island of Margaritta [sic!], appeared in sight. At 8 we could perceive the Town of Pampaterre, and the Ford fired three Guns, as we supposed the signal of Alarm. At 9 we were off the Town, and the Express and schr. Dispatch, being sent to reconnoitre the Fort fired five guns at them"
28 July 1806;Monday;12.00 27.07.1806 - 23.59 27.07.1806;;;Pleasant and fresh Breezes with fair weather.;;"At 2 P.M. came to anchor off the Island of Coche which lies between Margaritta [sic!] and the main, and is the usual resort of a vast number of Fishermen during the fishing Season. It appeared that some Spanish Agents had been on the Island, and carried of most of the inhabitants by persuading them that the General’s object was plunder and rapine"
;;00.00 28.07.1806 - 12.00 28.07.1806;;;;;""
29 July 1806;Tuesday;12.00 28.07.1806 - 23.59 28.07.1806;;;Light winds and fair weather inclining to calm.;;"Making the best of our way to the westward, keeping a good Offing to avoid been seen from the shore. At 6 P.M. the Island of Tortuga bore about North distant 9 Miles."
;;00.00 29.07.1806 - 12.00 29.07.1806;;;;;"At 8 A.M. Cape Codera bore S.S.E. distant 10 Leagues."
30 July 1806;Wednesday;12.00 29.07.1806 - 23.59 29.07.1806;;;Light winds with fine agreeable weather.;;""
;;00.00 30.07.1806 - 12.00 30.07.1806;;;;;"At 9 A.M. the Island called Great Rocca bore N.E[.] by E. distant 10 Leagues, and several of the smaller Rocca’s within a few Miles of us."
31 July 1806;Thursday;12.00 30.07.1806 - 23.59 30.07.1806;;;Pleasant and agreeable weather.;;""
;;00.00 31.07.1806 - 12.00 31.07.1806;;;;;"At 7 A.M. Point Tucacas was nearly abreast of us, distant about 10 Leagues."
1 Aug 1806;Friday;12.00 31.07.1806 - 23.59 31.07.1806;;;Pleasant Breezes and fine weather.;;""
;;00.00 1 08.1806 - 12.00 1 08.1806;;;;;""
2 Aug 1806;Saturday;12.00 1 08.1806 - 23.59 1 08.1806;;;Fresh Breezes and agreeable weather.;;"At 1 P.M. a Ship and schooner were discovered at anchor under the Land, and the signal was made to chace [sic!]. At 2 the strange sail got under weigh, and made several signals which were not understood. Towards sun set the chace [sic!] was given over, and we made the best of our way for La Vela de Coro."
;;00.00 02.08.1806 - 12.00 02.08.1806;;;;;". At 1 A.M. came to anchor near the Isthmus of Paraguana, through a great error of the Pilot, who had orders to anchor the Ship close under the Batteries of La Vela. At 4 A.M. Colonel Comte de Rouvray with the first division of Troops, left the different Vessels in order to proceed to La Vela, distant about 7 Miles to windward. At 9 the Brig Express, who was sent to reconnoitre, returned in company with H.M.S. Bacchante[,] Captn. James Ricd. Dacres, who informed us that the schooner, which was with him when we chaced [sic!], was the Gipsey[,] Lieut. David Boyd. Captn. Dacres very politely effected afforded every assistance with his Boats, which was readily accepted."
3 Aug 1806;Sunday;12.00 02.08.1806 - 23.59 02.08.1806;;;The whole of this day it blew a gale;;""
;;00.00 03.08.1806 - 12.00 03.08.1806;;;;;"The whole of this day it blew a gale"
4 Aug 1806;Monday;12.00 03.08.1806 - 23.59 03.08.1806;;;;;"At 10 P.M. The General with all his Troops, and a party of about 80 Seamen and Marines under the Command of Lieut. T. H. Bedingfield of the Navy, forming in the whole about 300 Men with two pces: of Artillery"
;;00.00 04.08.1806 - 12.00 04.08.1806;;;;;"On drawing the Troops up in the square opposite the Gaol, and alarm was given by our advanced Guard firing upon some Persons escaping from the Gaol"
5 to 7 Aug 1806;Tuesday to Thursday;5.08.1806 to 07.08.1806;;;;;"These days were employed in endeavouring to procure the return of the inhabitants to their Homes"
8 Aug 1806;Friday;08.08.1806;;;;;"This day the General sent dispatches to Adml. Cochrane, by H.M. Schr. Prevost[,] Lt: Stout."
9 Aug 1806;Saturday;09.08.1806;;;;;"Nothing remarkable occurred in the Garrison this day."
10 Aug 1806;Sunday;10.08.1806;;;;;"The General forwarded dispatches to Sir Eyre Coote and Admiral Dacres [the Governor, and Commander of the Naval Forces at Jamaica] by Captn. Ledlie in the schooner Dispatch to Aruba, and from thence Captn: // f. 43 Captn. Ledlie proceeded to Jamaica in H.M. Brig Raposo[,] Captn. Colin Campbell."
11 Aug 1806;Monday;11.08.1806;;;;;"This day came to an anchor H.M. Schooner Gipsey[,] Lt. Boyd, last from Aruba. Lieutt. De Sene on an Expedition beyond Carizal for Mules and Provisions, brought in a Spanish Prisoner, but did not succeed in the object of his Mission. We perceived the Enemy collecting in force around us"
12 Aug 1806;Tuesday;12.08.1806;;;;;"Early this Morning Captn. Johnston of the Leander, went on shore at the watering Place"
13 Aug 1806;Wednesday;13.08.1806;;;;;"This day a Council was convened by the General"
14 Aug 1806;Thursday;14.08.1806;;;;;"The early part of this day was employed. preparing the Vessels for Sea"
15 Aug 1806;Friday;15.08.1806;;;;;"At 1 P.M. we came to anchor at the Island of Aruba, and were employed watering. The schooner Gipsey left in the preceding night to cruize off Curaçao."
16 Aug 1806;Saturday;16.08.1806;;;;;""
17 Aug 1806;Sunday;17.08.1806;;;;;"the General and suite, came on shore for the purpose of residing on the Island until our departure"
18 Aug 1806;Monday;18.08.1806;;;;;""
19 Aug 1806;Tuesday;19.08.1806;;;;;"H.M.S. Bacchante sailed on a cruize. The same day the General issued a Proclamation, taking Possession of the Island"
20 Aug 1806;Wednesday;20.08.1806;;;;;""
21 Aug 1806;Thursday;21.08.1806;;;;;"a Camp was formed on shore near the watering Place, and the Troops were landed from the different Vessels. Several Officers and Men were ill, with Fevers and other disorders. This night Serjt: Russell of the N.A. Infantry died of a Fever."
22 Aug 1806;Friday;22.08.1806;;;;;""
23 Aug 1806;Saturday;23.08.1806;;;;;""
24 Aug 1806;Sunday;24.08.1806;;;;;"At 9 P.M. a Ship of War was observed coming to anchor, supposed to be the Bacchante."
25 Aug 1806;Monday;25.08.1806;;;;;"At 8 A.M. Captn. George Sayer of H.M.S. Galatea and Lieutt. C.C. Fitch of H.M. Schooner Grooper, waited on the General with dispatches from Rear Admiral Cochrane at Tortola. This day died the Serjeant of Marines belg: to H.M.S. Lilly who was one of the wounded, at the attack of La Vela"
26 Aug 1806;Tuesday;26.08.1806;;;;;"This day at 11 P.M. died Lieutt: Green of the Artillery much regretted by all who knew him."
27 Aug 1806;Wednesday;27.08.1806;;;;;"Mr. Simon Prince of this Island, sailed on a private Mission to Curaçao."
28 Aug 1806;Thursday;28.08.1806;;;;;""
29 Aug 1806;Friday;29.08.1806;;;;;""
30 Aug 1806;Saturday;30.08.1806;;;;;"died a Private of the name of Paris"
31 Aug 1806;Sunday;31.08.1806;;;;;"arrived H.M. Schr: Gipsey[,] Lieut. Boyd: he gave us the pleasing intelligence, of the honourable acquittal of Colonel Smith and Mr: Ogden at New York."
1 Sep 1806;Monday;01.09.1806;;;;;""
2 Sep 1806;Tuesday;02.09.1806;;;;;"died a Private named Warner, a recruit from Barbadoes."
3 Sep 1806;Wednesday;03.09.1806;;;;;""
4 Sep 1806;Thursday;04.09.1806;;;;;"at 3 P.M. sailed H.M. Schooner Gipsey[,] Lieut. Boyd for Jamaica. This day arrived two Danish schooners from Santo Domingo, one of which was bound to Maracaibo, the other to St. Thomas’s, both forced in here from stress of weather."
5 Sep 1806;Friday;05.09.1806;;;;;"died Mr: Shaw[,] Lieutt. and Quarter Master of the North Amn: Infy:."
6 Sep 1806;Saturday;06.09.1806;;;;;"arrived H.M. Schooner Gracieuse[,] Lieutt. [John B.] Smith from Jamaica and Rio de la Hacha. Also a Danish schooner from Kingston to St: Thomas’s put in here in distress, she brought Jamn: Papers of the 20th. & 21st. Ultmo. Containing London intelligence to the 7th: of July."
7 Sep 1806;Sunday;07.09.1806;;;;;"arrived a Danish schooner from Jamaica & St. Jago de Cuba bound to St: Thomas’s."
8 Sep 1806;Monday;08.09.1806;;;;;""
9 Sep 1806;Tuesday;09.09.1806;;;;;"arrived a Danish sloop from Jamaica to St. Thomas’s: she spoke a Felucca Privateer off the North End of this // f. 45 this Island, and was in the act of going on board when a Brig, hove in sight, and induced the Privateer to sheer off."
10 Sep 1806;Wednesday;10.09.1806;;;;;"Arrived a Danish schooner from St. Thomas’s bound to Maracaibo, detained by H.M. schooner Gracieuse."
11 Sep 1806;Thursday;11.09.1806;;;;;""
12 Sep 1806;Friday;12.09.1806;;;;;"arrived a Danish sloop from Jamaica bound to St: Thomas’s."
13 Sep 1806;Saturday;13.09.1806;;;;;"arrived H.M.B. Ferret Captn. the Honble: George Cadogan"
14 Sep 1806;Sunday;14.09.1806;;;;;""
15 Sep 1806;Monday;15.09.1806;;;;;""
16 Sep 1806;Tuesday;16.09.1806;;;;;"arrived a Danish schooner from Kingston to St. Thomas’s."
17 Sep 1806;Wednesday;17.09.1806;;;;;""
18 Sep 1806;Thursday;18.09.1806;;;;;""
19 Sep 1806;Friday;19.09.1806;;;;;""
20 Sep 1806;Saturday;20.09.1806;;;;;"Mr. Fitzwilliam with dispatches for Adml: Cochrane, and for England"
21 Sep 1806;Sunday;21.09.1806;;;;;"Arrived H.M.S. Elephant, Captn. George Dundas"
22 Sep 1806;Monday;22.09.1806;;;;;"Sailed the Grooper with Dispatches for Adml. Cochrane."
23 Sep 1806;Tuesday;23.09.1806;;;;;"Sailed the Schr: Pickle with the General’s Dispatches for England"
24 Sep 1806;Wednesday;24.09.1806;;;;;"Arrived 2 Brigs from Jamaica, also H.M.S. Alexandria, Captn. the Honble Edward King, from a cruize."
25 Sep 1806;Thursday;25.09.1806;;;;;"Mr: Simon Prince arrived in a Danish schooner from Curacao, without having succeeded in his mission. In the Evening the General, with Colonel Gaston Count de Rouvray, Lt. Coll. Smith, Captn. Cañero and myself"
26 Sep 1806;Friday;26.09.1806;; 12°.51’;;Wind from E.N.E. to E.S.E.;"At 7 A.M. H.M.S. Seine got under weigh, with the Leander Commanded by Lt. Droyer of the R.N."
27 Sep 1806;Saturday;27.09.1806;; 14°.7’.;Fresh Breezes and clear weather;Wind from East to E[.] by S.;""
28 Sep 1806;Sunday;28.09.1806;; 15°.25’.;Moderate Breezes and cloudy.;Wind East to E.S.E.;""
29 Sep 1806;Monday;29.09.1806;; 17°.1’.;Moderate Breezes and cloudy;Wind East to E.N.E.;"At 5 P.M. wore ship and stood to the S.E."
30 Sep 1806;Tuesday;30.09.1806;; 17°.3’.;Fresh Breezes with squalls.;Wind East to E.N.E.;"At 8½ A.M. wore ship to the Northward. Saw the schr. Trimmer astern. At 6 P.M. wore ship to the Sd:"
1 Oct 1806;Wednesday;01.10.1806;; 17°.21’.;Fresh Breezes and cloudy with frequent squalls.;Wind East to E.N.E.;"At 6 A.M. wore ship to the Northward. At 6 P.M. the centre of Mona Island bore N.N.E[.]¾E. distant 5 or 6 Leagues. At 6¼ wore ship to the Southward. Saw a strange schooner. The schr. Trimmer not in sight."
2 Oct 1806;Thursday;02.10.1806;;No Observon;Moderate Breezes and cloudy.;Wind from E.S.E. to N.E[.] by E.;"At 6 A.M. saw the Land. At 8½ wore to the Southward. At 11 [A.M.] cast off the Leander. At 11¼ tack’d to the Nortward. Cape Roxo, Porto Rico, bore N.E[.]¾ E. distant got 10 Leagues."
3 Oct 1806;Friday;03.10.1806;; 17°.34’.;Light Breezes and cloudy.;Wind E.S.E. to E.N.E.;"At 6½ P.M. tacked to the Northd. Cape Roxo N.E. by N. distant 4 Leagues."
4 Oct 1806;Saturday;04.10.1806;; 17°.37’.;Moderate and cloudy.;Wind E[.] by S. to E.N.E.;"At 9 A.M. saw a Brig steering along shore, and a schooner on the weather Beam. At 3¾ P.M. tacked to the Southward."
5 Oct 1806;Sunday;05.10.1806;; 17°.30’.;Light Breezes and cloudy.;Wind E.N.E. to E.S.E.;"At 5 A.M. saw a strange schooner. At 9h.15m. Boarded the schooner Farmer of Philadelphia, Captn. Johnston"
6 Oct 1806;Monday;06.10.1806;; 17°.21’.;Light Breezes and cloudy.;Wind from N.E. by E. to East.;"At 11h.30m. A.M. tacked to the Northward. At 7.10. P.M. tacked to the Southward. The S.E. Point of Porto Rico N.E.½ N. 6 or 6 Leagues."
7 Oct 1806;Tuesday;07.10.1806;; 17°.36’.;Light airs inclining to calm.;Wind East to E.S.E. Tacking ship occasionally.;"At 6h.10m. P.M. the S.E. Point of Porto Rico bore N.N.E.½ E. 6 Leagues distant."
8 Oct 1806;Wednesday;08.10.1806;; 17°.45’.;;Winds light and variable. Winds from N. by W. to S. by W.;"At 2½ P.M. took the Leander in tow. At 3 the West Point of Biegue, or Crab Island [Vieques], bore N.N.E. distant 7 Leagues. "
9 Oct 1806;Thursday;09.10.1806;; 17°.18’.;Light airs and cloudy.;Winds from North to N.W.;"At 2 A.M. saw the Island of Santa Cruz. At 3½ P.M. the East Point of Santa Cruz bore N.N.W½ W distant about 8 Leagues."
10 Oct 1806;Friday;10.10.1806;; 17°.6’.;Light winds, inclining to calm,;Light winds, inclining to calm, from N.W. to N.W. by W.;"At 8 A.M. saw the Island of Saba N.E.¼ E. 11 Leagues distance"
11 Oct 1806;Saturday;11.10.1806;; 16°.50’.;Light Breezes.;Winds from N.N.E. to N.W. by W.;"At noon the center of the Island of Saba bore N.½ W. 15 or 16 Leagues – the center of Nevis N.E. by E[.]¾ East."
12 Oct 1806;Sunday;12.10.1806;; 16°.39’.;Light airs and cloudy,;Winds variable.;"At 1 P.M. sent the Jolly Boat to speak a strange sail, which proved to be a Bark from Bristol to St: Thomas’s."
13 Oct 1806;Monday;13.10.1806;; 16°.37’.;Light Breezes and cloudy;Winds variable.;"At 8 A.M. the S. Point of Montserrat E.½S. 9 or 10 Leagues distant. At 6 P.M. the N.W. Point of Guadeloupe bore E.S.E."
14 Oct 1806;Tuesday;14.10.1806;; 16°.19’.;The early part of this day nearly calm, the latter part Light Breezes;The early part of this day nearly calm, with the Wind E.S.E.;""
15 Oct 1806;Wednesday;15.10.1806;; 15°.34’.;Pleasant Breezes.;Wind from East to E.N.E.;"At Noon the S. Point of Guadeloupe N.E[.] by E. distant 12 Leagues. N.E. Point of Dominica E.½N. 2 sail in sight."
16 Oct 1806;Thursday;16.10.1806;; 15°.27’.;Light airs inclining to calm.;Wind Vble:;"At 6 P.M. Scot’s Head Dominica bore S.E. by E.½E. and the N.E. Point E. by N.½N. 10 Leagues distant. The center of the Saints Islands, bore N.E.½N."
17 Oct 1806;Friday;17.10.1806;;No Obsevon:.;Moderate Breezes and cloudy;Winds from E.N.E. to E.S.E.;"At 6½ P.M. Prince Rupert[’]s Head Island of Dominica bore N.E. by E.¾E. distant 8 or 9 Miles. At 8½ spoke the Nelly armed schooner from Roseau to St. Kill’s. This day I had the pleasure of observing for the first time, the rise and progress of that remarkable Phenomenon called a Water Spout."
18 Oct 1806;Saturday;18.10.1806;; 14°.50’.;The early part Moderate Breezes, the latter part light airs.;Winds Variable.;"At 6 P.M. the N.W. Point of Martinico bore E.½.N. 8 Leagues. Saw several sail during the day."
